dimatrix;nbytes;rtt;worker
600;2880000;0.82575;6
600;2880000;0.82385;6
600;2880000;0.831889;6
600;2880000;0.824821;6
600;2880000;0.814167;6
600;2880000;0.825498;6
600;2880000;0.821536;6
600;2880000;0.797507;6
600;2880000;0.837651;6
600;2880000;0.819817;6
600;2880000;0.835324;6
600;2880000;0.817666;6
600;2880000;0.823834;6
600;2880000;0.829869;6
600;2880000;0.829751;6
600;2880000;0.814805;6
600;2880000;0.82929;6
600;2880000;0.900648;6
600;2880000;0.823637;6
600;2880000;0.828026;6
600;2880000;0.857828;6
600;2880000;0.844139;6
600;2880000;0.817429;6
600;2880000;0.818842;6
600;2880000;0.82602;6
600;2880000;0.836196;6
600;2880000;0.824462;6
600;2880000;0.836981;6
600;2880000;0.839756;6
600;2880000;0.829797;6
600;2880000;0.823457;6
600;2880000;0.822353;6
600;2880000;0.841431;6
600;2880000;0.825124;6
600;2880000;0.822317;6
600;2880000;0.83224;6
600;2880000;0.815751;6
600;2880000;0.814672;6
600;2880000;0.817994;6
600;2880000;0.868706;6
600;2880000;0.832269;6
600;2880000;0.837892;6
600;2880000;0.818565;6
600;2880000;0.81741;6
600;2880000;0.824803;6
600;2880000;0.834122;6
600;2880000;0.830186;6
600;2880000;0.821446;6
600;2880000;0.821554;6
600;2880000;0.821813;6
600;2880000;0.822688;6
600;2880000;0.832622;6
600;2880000;0.834396;6
600;2880000;0.82334;6
600;2880000;0.83721;6
600;2880000;0.844146;6
600;2880000;0.824659;6
600;2880000;0.826386;6
600;2880000;0.817768;6
600;2880000;0.826554;6
600;2880000;0.822907;6
600;2880000;0.831922;6
600;2880000;0.830835;6
600;2880000;0.828512;6
600;2880000;0.823284;6
600;2880000;0.819824;6
600;2880000;0.835018;6
600;2880000;0.816446;6
600;2880000;0.815606;6
600;2880000;0.822636;6
600;2880000;0.823146;6
600;2880000;0.841282;6
600;2880000;0.845889;6
600;2880000;0.886126;6
600;2880000;1.044886;10
600;2880000;0.921719;10
600;2880000;0.966286;10
600;2880000;0.908055;10
600;2880000;0.93728;10
600;2880000;1.00709;10
600;2880000;0.906106;10
600;2880000;0.924691;10
600;2880000;0.976132;10
600;2880000;0.93246;10
600;2880000;0.937867;10
600;2880000;0.928724;10
600;2880000;1.015574;10
600;2880000;0.917955;10
600;2880000;0.893645;10
600;2880000;0.992724;10
600;2880000;0.925972;10
600;2880000;0.91727;10
600;2880000;1.02141;10
600;2880000;0.898684;10
600;2880000;0.941891;10
600;2880000;0.921587;10
600;2880000;0.930798;10
600;2880000;1.004803;10
600;2880000;0.996491;10
600;2880000;0.970574;10
600;2880000;0.91375;10
600;2880000;0.92506;10
600;2880000;0.885352;10
600;2880000;0.886113;10
600;2880000;0.896432;10
600;2880000;0.941663;10
600;2880000;0.90226;10
600;2880000;0.896179;10
600;2880000;0.904183;10
600;2880000;1.003808;10
600;2880000;0.911507;10
600;2880000;0.95665;10
600;2880000;0.890955;10
600;2880000;0.991933;10
600;2880000;0.948372;10
600;2880000;0.903113;10
600;2880000;0.942807;10
600;2880000;0.925373;10
600;2880000;0.906205;10
600;2880000;0.908538;10
600;2880000;0.927807;10
600;2880000;0.974077;10
600;2880000;0.936403;10
600;2880000;0.909717;10
600;2880000;0.96581;10
600;2880000;0.96451;10
600;2880000;0.947519;10
600;2880000;1.20924;10
600;2880000;1.130394;10
600;2880000;1.004101;10
600;2880000;1.057327;10
600;2880000;0.989064;10
600;2880000;0.933135;10
600;2880000;1.005238;10
600;2880000;0.898979;10
600;2880000;0.915197;10
600;2880000;0.998534;10
600;2880000;0.94481;10
600;2880000;0.955682;10
600;2880000;0.97415;10
600;2880000;0.926162;10
600;2880000;0.991398;10
600;2880000;0.944981;10
600;2880000;0.914012;10
600;2880000;0.941349;10
600;2880000;0.921618;10
600;2880000;0.932968;10
600;2880000;0.957051;10
600;2880000;0.970649;10
600;2880000;0.974077;10
600;2880000;0.935455;10
600;2880000;0.959873;10
600;2880000;0.9328;10
600;2880000;0.907694;10
600;2880000;0.944029;10
600;2880000;1.031601;10
600;2880000;0.942954;10
600;2880000;0.965352;10
600;2880000;0.902594;10
600;2880000;0.91247;10
600;2880000;0.92086;10
600;2880000;0.925687;10
600;2880000;0.96863;10
600;2880000;0.899681;10
600;2880000;0.942171;10
600;2880000;0.993953;10
600;2880000;0.906342;10
600;2880000;0.980319;10
600;2880000;0.963478;10
600;2880000;0.921299;10
600;2880000;0.992047;10
600;2880000;0.908015;10
600;2880000;0.93986;10
600;2880000;0.947966;10
600;2880000;1.477037;16
600;2880000;1.446574;16
600;2880000;1.356901;16
600;2880000;1.355984;16
600;2880000;1.394441;16
600;2880000;1.40482;16
600;2880000;1.402947;16
600;2880000;1.264374;16
600;2880000;1.379245;16
600;2880000;1.318422;16
600;2880000;1.284984;16
600;2880000;1.380285;16
600;2880000;1.403553;16
600;2880000;1.371693;16
600;2880000;1.342565;16
600;2880000;1.374392;16
600;2880000;1.349285;16
600;2880000;1.327019;16
600;2880000;1.362135;16
600;2880000;1.368507;16
600;2880000;1.341257;16
600;2880000;1.299146;16
600;2880000;1.354966;16
600;2880000;1.368442;16
600;2880000;1.352353;16
600;2880000;1.309911;16
600;2880000;1.311047;16
600;2880000;1.284971;16
600;2880000;1.338051;16
600;2880000;1.311662;16
600;2880000;1.355122;16
600;2880000;1.32359;16
600;2880000;1.478114;16
600;2880000;1.322865;16
600;2880000;1.367683;16
600;2880000;1.347741;16
600;2880000;1.324005;16
600;2880000;1.282402;16
600;2880000;1.335781;16
600;2880000;1.421248;16
600;2880000;1.383043;16
600;2880000;1.382119;16
600;2880000;1.409094;16
600;2880000;1.343845;16
600;2880000;1.384776;16
600;2880000;1.335251;16
600;2880000;1.480591;16
600;2880000;1.370003;16
600;2880000;1.425882;16
600;2880000;1.772773;16
600;2880000;1.491943;16
600;2880000;1.410506;16
600;2880000;1.433463;16
600;2880000;1.408428;16
600;2880000;1.335679;16
600;2880000;1.300863;16
600;2880000;1.254459;16
600;2880000;1.320457;16
600;2880000;1.320303;16
600;2880000;1.34484;16
600;2880000;1.341754;16
600;2880000;1.307629;16
600;2880000;1.38234;16
600;2880000;1.406444;16
600;2880000;1.435142;16
600;2880000;1.393999;16
600;2880000;1.364347;16
600;2880000;1.47934;16
600;2880000;1.368068;16
600;2880000;1.39089;16
600;2880000;1.351383;16
600;2880000;1.389884;16
600;2880000;1.44098;16
600;2880000;1.406457;16
600;2880000;1.391341;16
600;2880000;1.399784;16
600;2880000;1.314452;16
600;2880000;1.410095;16
600;2880000;1.354282;16
600;2880000;1.353026;16
600;2880000;1.38423;16
600;2880000;1.328729;16
600;2880000;1.308818;16
600;2880000;1.326471;16
600;2880000;1.43023;16
600;2880000;1.285975;16
600;2880000;1.386032;16
600;2880000;1.422876;16
600;2880000;1.360072;16
600;2880000;1.391397;16
600;2880000;1.353368;16
600;2880000;1.366232;16
600;2880000;1.370622;16
600;2880000;1.369332;16
600;2880000;1.332713;16
600;2880000;1.45964;16
600;2880000;1.313952;16
600;2880000;1.395451;16
600;2880000;1.417339;16
600;2880000;1.293641;16
900;6480000;3.109643;1
900;6480000;2.973463;1
900;6480000;2.974935;1
900;6480000;2.955589;1
900;6480000;2.964177;1
900;6480000;2.95672;1
900;6480000;3.030457;1
900;6480000;3.064385;1
900;6480000;2.987961;1
900;6480000;2.991581;1
900;6480000;2.987015;1
900;6480000;3.014795;1
900;6480000;2.948986;1
900;6480000;2.95068;1
900;6480000;2.944816;1
900;6480000;3.237249;1
900;6480000;2.990289;1
900;6480000;3.046711;1
900;6480000;2.95457;1
900;6480000;2.958273;1
900;6480000;2.979124;1
900;6480000;2.956596;1
900;6480000;2.956888;1
900;6480000;2.975403;1
900;6480000;2.934164;1
900;6480000;2.93809;1
900;6480000;2.941832;1
900;6480000;2.965145;1
900;6480000;2.947038;1
900;6480000;2.949087;1
900;6480000;2.946161;1
900;6480000;2.957309;1
900;6480000;2.936981;1
900;6480000;2.940358;1
900;6480000;2.935655;1
900;6480000;2.956899;1
900;6480000;3.012896;1
900;6480000;2.95243;1
900;6480000;2.930684;1
900;6480000;2.938885;1
900;6480000;2.937824;1
900;6480000;2.932508;1
900;6480000;2.966612;1
900;6480000;2.968669;1
900;6480000;2.971006;1
900;6480000;2.933025;1
900;6480000;2.947138;1
900;6480000;2.969413;1
900;6480000;2.939928;1
900;6480000;2.943308;1
900;6480000;2.950902;1
900;6480000;2.939132;1
900;6480000;2.954216;1
900;6480000;2.942936;1
900;6480000;2.952359;1
900;6480000;2.952045;1
900;6480000;3.063494;1
900;6480000;2.955092;1
900;6480000;2.935945;1
900;6480000;2.951167;1
900;6480000;2.967438;1
900;6480000;2.944157;1
900;6480000;2.976056;1
900;6480000;2.959761;1
900;6480000;2.969225;1
900;6480000;2.942992;1
900;6480000;2.926159;1
900;6480000;3.003155;1
900;6480000;2.993123;1
900;6480000;2.983522;1
900;6480000;2.942865;1
900;6480000;2.940175;1
900;6480000;2.92562;1
900;6480000;2.932869;1
900;6480000;2.967764;1
900;6480000;2.960082;1
900;6480000;3.069715;1
900;6480000;2.926538;1
900;6480000;2.960239;1
900;6480000;2.944321;1
900;6480000;3.096356;1
900;6480000;3.116561;1
900;6480000;2.946674;1
900;6480000;3.052265;1
900;6480000;3.000234;1
900;6480000;2.988685;1
900;6480000;2.973294;1
900;6480000;2.946426;1
900;6480000;2.921339;1
900;6480000;2.965796;1
900;6480000;2.955057;1
900;6480000;2.91919;1
900;6480000;2.957348;1
900;6480000;2.975441;1
900;6480000;2.998543;1
900;6480000;3.047915;1
900;6480000;2.931414;1
900;6480000;2.951022;1
900;6480000;2.926284;1
900;6480000;2.953308;1
900;6480000;2.230952;2
900;6480000;2.184045;2
900;6480000;2.057204;2
900;6480000;2.003394;2
900;6480000;2.204055;2
900;6480000;2.022883;2
900;6480000;2.029613;2
900;6480000;2.112109;2
900;6480000;2.123771;2
900;6480000;2.107787;2
900;6480000;2.142979;2
900;6480000;2.115575;2
900;6480000;2.016527;2
900;6480000;1.997996;2
900;6480000;2.08844;2
900;6480000;1.956153;2
900;6480000;2.058027;2
900;6480000;2.20105;2
900;6480000;2.029435;2
900;6480000;2.026082;2
900;6480000;2.146205;2
900;6480000;2.111748;2
900;6480000;2.120433;2
900;6480000;2.049168;2
900;6480000;2.030645;2
900;6480000;2.260053;2
900;6480000;2.063098;2
900;6480000;1.995269;2
900;6480000;2.085547;2
900;6480000;2.148315;2
900;6480000;2.063583;2
900;6480000;1.94022;2
900;6480000;2.083124;2
900;6480000;2.176644;2
900;6480000;2.075193;2
900;6480000;1.996986;2
900;6480000;2.134132;2
900;6480000;2.218612;2
900;6480000;2.147177;2
900;6480000;2.10567;2
900;6480000;2.153755;2
900;6480000;2.19919;2
900;6480000;2.173389;2
900;6480000;2.214505;2
900;6480000;2.222341;2
900;6480000;2.075674;2
900;6480000;1.963756;2
900;6480000;2.036912;2
900;6480000;2.044345;2
900;6480000;2.108637;2
900;6480000;2.088948;2
900;6480000;2.002014;2
900;6480000;2.138885;2
900;6480000;2.137437;2
900;6480000;2.079642;2
900;6480000;2.070429;2
900;6480000;2.081272;2
900;6480000;2.098987;2
900;6480000;2.360808;2
900;6480000;2.072062;2
900;6480000;2.225778;2
900;6480000;2.128984;2
900;6480000;2.022315;2
900;6480000;2.004469;2
900;6480000;1.936139;2
900;6480000;2.168418;2
900;6480000;2.060685;2
900;6480000;2.063229;2
900;6480000;2.004703;2
900;6480000;2.08086;2
900;6480000;2.075834;2
900;6480000;2.009102;2
900;6480000;1.942493;2
900;6480000;2.061442;2
900;6480000;2.084227;2
900;6480000;2.260919;2
900;6480000;2.235728;2
900;6480000;2.253087;2
900;6480000;2.192296;2
900;6480000;2.081207;2
900;6480000;2.157546;2
900;6480000;2.107178;2
900;6480000;2.26476;2
900;6480000;2.096026;2
900;6480000;2.201699;2
900;6480000;2.213012;2
900;6480000;2.130641;2
900;6480000;1.989436;2
900;6480000;2.048523;2
900;6480000;2.130872;2
900;6480000;2.063142;2
900;6480000;2.095518;2
900;6480000;2.078727;2
900;6480000;2.008482;2
900;6480000;2.117572;2
900;6480000;2.200451;2
900;6480000;2.202206;2
900;6480000;2.092341;2
900;6480000;2.155639;2
900;6480000;2.035227;2
900;6480000;2.720551;3
900;6480000;2.317715;3
900;6480000;2.271518;3
900;6480000;2.29492;3
900;6480000;2.30015;3
900;6480000;2.380965;3
900;6480000;2.286703;3
900;6480000;2.268735;3
900;6480000;2.272731;3
900;6480000;2.357347;3
900;6480000;2.343302;3
900;6480000;2.217052;3
900;6480000;2.28322;3
900;6480000;2.354427;3
900;6480000;2.410402;3
900;6480000;2.161687;3
900;6480000;2.322561;3
900;6480000;2.285241;3
900;6480000;2.247521;3
900;6480000;2.340894;3
900;6480000;2.303268;3
900;6480000;2.273887;3
900;6480000;2.24386;3
900;6480000;2.282287;3
900;6480000;2.240912;3
900;6480000;2.451993;3
900;6480000;2.216332;3
900;6480000;2.263813;3
900;6480000;2.353293;3
900;6480000;2.282941;3
900;6480000;2.438896;3
900;6480000;2.29195;3
900;6480000;2.329288;3
900;6480000;2.303202;3
900;6480000;2.212007;3
900;6480000;2.270667;3
900;6480000;2.279078;3
900;6480000;2.266563;3
900;6480000;2.332813;3
900;6480000;2.254607;3
900;6480000;2.296627;3
900;6480000;2.343957;3
900;6480000;2.259734;3
900;6480000;2.286907;3
900;6480000;2.341596;3
900;6480000;2.271972;3
900;6480000;2.59535;3
900;6480000;2.297623;3
900;6480000;2.220092;3
900;6480000;2.477073;3
900;6480000;2.246161;3
900;6480000;2.239041;3
900;6480000;2.269946;3
900;6480000;2.223781;3
900;6480000;2.175945;3
900;6480000;2.299614;3
900;6480000;2.278856;3
900;6480000;2.261593;3
900;6480000;2.261217;3
900;6480000;2.318539;3
900;6480000;2.304668;3
900;6480000;2.283846;3
900;6480000;2.252542;3
900;6480000;2.236899;3
900;6480000;2.211978;3
900;6480000;2.291276;3
900;6480000;2.335091;3
900;6480000;2.200548;3
900;6480000;2.239531;3
900;6480000;2.289823;3
900;6480000;2.33202;3
900;6480000;2.262869;3
900;6480000;2.278827;3
900;6480000;2.230114;3
900;6480000;2.467783;3
900;6480000;2.221257;3
900;6480000;2.289896;3
900;6480000;2.227255;3
900;6480000;2.259019;3
900;6480000;2.252792;3
900;6480000;2.280388;3
900;6480000;2.282349;3
900;6480000;2.24575;3
900;6480000;2.297979;3
900;6480000;2.320842;3
900;6480000;2.310642;3
900;6480000;2.250132;3
900;6480000;2.246728;3
900;6480000;2.277682;3
900;6480000;2.299974;3
900;6480000;2.291407;3
900;6480000;2.312726;3
900;6480000;2.276397;3
900;6480000;2.292243;3
900;6480000;2.184951;3
900;6480000;2.279683;3
900;6480000;2.235364;3
900;6480000;2.265349;3
900;6480000;2.331206;3
900;6480000;2.487611;3
900;6480000;3.305241;4
900;6480000;3.2641;4
900;6480000;3.261532;4
900;6480000;3.227177;4
900;6480000;3.250569;4
900;6480000;3.273257;4
900;6480000;3.248667;4
900;6480000;3.2496;4
900;6480000;3.276358;4
900;6480000;3.239451;4
900;6480000;3.238187;4
900;6480000;3.211318;4
900;6480000;3.248139;4
900;6480000;3.274215;4
900;6480000;3.266898;4
900;6480000;3.235699;4
900;6480000;3.29117;4
900;6480000;3.229633;4
900;6480000;3.217812;4
900;6480000;3.232196;4
900;6480000;3.253412;4
900;6480000;3.233965;4
900;6480000;3.246465;4
900;6480000;3.275821;4
900;6480000;3.273978;4
900;6480000;3.24262;4
900;6480000;3.258034;4
900;6480000;3.261447;4
900;6480000;3.310418;4
900;6480000;3.263854;4
900;6480000;3.268344;4
900;6480000;3.289123;4
900;6480000;3.256128;4
900;6480000;3.287825;4
900;6480000;3.305918;4
900;6480000;3.276145;4
900;6480000;3.25181;4
900;6480000;3.266908;4
900;6480000;3.256812;4
900;6480000;3.237988;4
900;6480000;3.232366;4
900;6480000;3.220005;4
900;6480000;3.263738;4
900;6480000;3.260663;4
900;6480000;3.263111;4
900;6480000;3.257281;4
900;6480000;3.264913;4
900;6480000;3.251733;4
900;6480000;3.264539;4
900;6480000;3.244327;4
900;6480000;3.256151;4
900;6480000;3.267335;4
900;6480000;3.309827;4
900;6480000;3.244091;4
900;6480000;3.267014;4
900;6480000;3.26914;4
900;6480000;3.31163;4
900;6480000;3.274452;4
900;6480000;3.233735;4
900;6480000;3.221891;4
900;6480000;3.230648;4
900;6480000;3.241888;4
900;6480000;3.226079;4
900;6480000;3.256339;4
900;6480000;3.260192;4
900;6480000;3.238818;4
900;6480000;3.246831;4
900;6480000;3.24116;4
900;6480000;3.24704;4
900;6480000;3.299421;4
900;6480000;3.250188;4
900;6480000;3.264585;4
900;6480000;3.23764;4
900;6480000;3.212876;4
900;6480000;3.233322;4
900;6480000;3.27605;4
900;6480000;3.258563;4
900;6480000;3.2601;4
900;6480000;3.253182;4
900;6480000;3.269459;4
900;6480000;3.250129;4
900;6480000;3.249485;4
900;6480000;3.237807;4
900;6480000;3.254799;4
900;6480000;3.25181;4
900;6480000;3.268357;4
900;6480000;3.322986;4
900;6480000;3.304516;4
900;6480000;3.26242;4
900;6480000;3.2587;4
900;6480000;3.268862;4
900;6480000;3.241185;4
900;6480000;3.273692;4
900;6480000;3.240033;4
900;6480000;3.206967;4
900;6480000;3.256527;4
900;6480000;3.256994;4
900;6480000;3.241922;4
900;6480000;3.244339;4
900;6480000;3.263936;4
900;6480000;3.312051;6
900;6480000;3.258274;6
900;6480000;3.260253;6
900;6480000;3.265537;6
900;6480000;3.25586;6
900;6480000;3.292102;6
900;6480000;3.28672;6
900;6480000;3.238021;6
900;6480000;3.26028;6
900;6480000;3.275146;6
900;6480000;3.269554;6
900;6480000;3.272592;6
900;6480000;3.273664;6
900;6480000;3.263478;6
900;6480000;3.315893;6
900;6480000;3.277199;6
900;6480000;3.2477;6
900;6480000;3.252483;6
900;6480000;3.253508;6
900;6480000;3.233166;6
900;6480000;3.247025;6
900;6480000;3.270967;6
900;6480000;3.317946;6
900;6480000;3.323414;6
900;6480000;3.360186;6
900;6480000;3.333097;6
900;6480000;3.340441;6
900;6480000;3.383723;6
900;6480000;3.361209;6
900;6480000;3.312025;6
900;6480000;3.353399;6
900;6480000;3.369717;6
900;6480000;3.360562;6
900;6480000;3.323067;6
900;6480000;3.348457;6
900;6480000;3.326467;6
900;6480000;3.338668;6
900;6480000;3.354291;6
900;6480000;3.373441;6
900;6480000;3.357204;6
900;6480000;3.340978;6
900;6480000;3.333464;6
900;6480000;3.328508;6
900;6480000;3.35172;6
900;6480000;3.321171;6
900;6480000;3.31674;6
900;6480000;3.284563;6
900;6480000;3.289957;6
900;6480000;3.325909;6
900;6480000;3.288482;6
900;6480000;3.286381;6
900;6480000;3.297;6
900;6480000;3.347344;6
900;6480000;3.357356;6
900;6480000;3.326138;6
900;6480000;3.27075;6
900;6480000;3.27318;6
900;6480000;3.28134;6
900;6480000;3.278021;6
900;6480000;3.292744;6
900;6480000;3.282996;6
900;6480000;3.275632;6
900;6480000;3.274085;6
900;6480000;3.290955;6
900;6480000;3.272484;6
900;6480000;3.326234;6
900;6480000;3.274588;6
900;6480000;3.26953;6
900;6480000;3.263825;6
900;6480000;3.26199;6
900;6480000;3.271632;6
900;6480000;3.285936;6
900;6480000;3.268082;6
900;6480000;3.272794;6
900;6480000;3.263204;6
900;6480000;3.264809;6
900;6480000;3.261755;6
900;6480000;3.291425;6
900;6480000;3.279356;6
900;6480000;3.287361;6
900;6480000;3.45385;6
900;6480000;3.288619;6
900;6480000;3.321729;6
900;6480000;3.290642;6
900;6480000;3.27217;6
900;6480000;3.307389;6
900;6480000;3.27875;6
900;6480000;3.277757;6
900;6480000;3.26737;6
900;6480000;3.267962;6
900;6480000;3.266629;6
900;6480000;3.273522;6
900;6480000;3.278263;6
900;6480000;3.275611;6
900;6480000;3.262914;6
900;6480000;3.242183;6
900;6480000;3.261489;6
900;6480000;3.264721;6
900;6480000;3.280131;6
900;6480000;3.266445;6
900;6480000;3.425019;10
900;6480000;3.412512;10
900;6480000;3.436042;10
900;6480000;3.43647;10
900;6480000;3.523241;10
900;6480000;3.368265;10
900;6480000;3.522601;10
900;6480000;3.399732;10
900;6480000;3.455295;10
900;6480000;3.490009;10
900;6480000;3.510841;10
900;6480000;3.404211;10
900;6480000;3.528491;10
900;6480000;3.47169;10
900;6480000;3.467889;10
900;6480000;3.395245;10
900;6480000;3.523619;10
900;6480000;3.428912;10
900;6480000;3.422079;10
900;6480000;3.395973;10
900;6480000;3.399042;10
900;6480000;3.498041;10
900;6480000;3.458853;10
900;6480000;3.420552;10
900;6480000;3.399264;10
900;6480000;3.440962;10
900;6480000;3.429467;10
900;6480000;3.441185;10
900;6480000;3.413829;10
900;6480000;3.404916;10
900;6480000;3.387103;10
900;6480000;3.456288;10
900;6480000;3.446362;10
900;6480000;3.394681;10
900;6480000;3.590637;10
900;6480000;3.432356;10
900;6480000;3.451823;10
900;6480000;3.4527;10
900;6480000;3.383774;10
900;6480000;3.439686;10
900;6480000;3.428859;10
900;6480000;3.372595;10
900;6480000;3.384173;10
900;6480000;3.372944;10
900;6480000;3.34241;10
900;6480000;3.395816;10
900;6480000;3.448257;10
900;6480000;3.418797;10
900;6480000;3.411058;10
900;6480000;3.440518;10
900;6480000;3.425143;10
900;6480000;3.467516;10
900;6480000;3.420337;10
900;6480000;3.453593;10
900;6480000;3.484459;10
900;6480000;3.449738;10
900;6480000;3.42258;10
900;6480000;3.500421;10
900;6480000;3.401147;10
900;6480000;3.468158;10
900;6480000;3.376115;10
900;6480000;3.397087;10
900;6480000;3.429867;10
900;6480000;3.386367;10
900;6480000;3.419739;10
900;6480000;3.387028;10
900;6480000;3.406443;10
900;6480000;3.430692;10
900;6480000;3.377207;10
900;6480000;3.478953;10
900;6480000;3.450839;10
900;6480000;3.413361;10
900;6480000;3.477579;10
900;6480000;3.444712;10
900;6480000;3.466294;10
900;6480000;3.40628;10
900;6480000;3.387747;10
900;6480000;3.396546;10
900;6480000;3.490218;10
900;6480000;3.467916;10
900;6480000;3.406635;10
900;6480000;3.467605;10
900;6480000;3.414689;10
900;6480000;3.445925;10
900;6480000;3.429791;10
900;6480000;3.50573;10
900;6480000;3.443984;10
900;6480000;3.36652;10
900;6480000;3.449791;10
900;6480000;3.389146;10
900;6480000;3.453201;10
900;6480000;3.40738;10
900;6480000;3.397561;10
900;6480000;3.415191;10
900;6480000;3.437419;10
900;6480000;3.421165;10
900;6480000;3.466997;10
900;6480000;3.371946;10
900;6480000;3.417304;10
900;6480000;3.404901;10
900;6480000;3.924838;16
900;6480000;3.865727;16
900;6480000;3.834267;16
900;6480000;3.843143;16
900;6480000;3.70321;16
900;6480000;3.777019;16
900;6480000;3.783064;16
900;6480000;3.983549;16
900;6480000;4.086835;16
900;6480000;3.878061;16
900;6480000;4.080092;16
900;6480000;4.084697;16
900;6480000;3.955507;16
900;6480000;3.870853;16
900;6480000;3.912721;16
900;6480000;3.970476;16
900;6480000;3.897979;16
900;6480000;3.791571;16
900;6480000;3.83101;16
900;6480000;3.799565;16
900;6480000;3.887479;16
900;6480000;4.038716;16
900;6480000;3.950917;16
900;6480000;4.005551;16
900;6480000;3.956574;16
900;6480000;3.900948;16
900;6480000;3.960031;16
900;6480000;3.88299;16
900;6480000;3.942407;16
900;6480000;3.762584;16
900;6480000;3.748241;16
900;6480000;3.820472;16
900;6480000;3.834713;16
900;6480000;3.901112;16
900;6480000;3.760989;16
900;6480000;3.83819;16
900;6480000;3.836361;16
900;6480000;3.854597;16
900;6480000;3.741151;16
900;6480000;3.832823;16
900;6480000;3.825032;16
900;6480000;3.785905;16
900;6480000;3.878842;16
900;6480000;3.692552;16
900;6480000;3.824827;16
900;6480000;3.817202;16
900;6480000;3.811915;16
900;6480000;3.760391;16
900;6480000;3.801851;16
900;6480000;3.904531;16
900;6480000;3.78519;16
900;6480000;3.809014;16
900;6480000;3.799379;16
900;6480000;3.795539;16
900;6480000;3.909558;16
900;6480000;3.803451;16
900;6480000;3.821623;16
900;6480000;3.941062;16
900;6480000;3.835049;16
900;6480000;3.794701;16
900;6480000;3.758793;16
900;6480000;3.815463;16
900;6480000;3.818109;16
900;6480000;4.049318;16
900;6480000;3.841322;16
900;6480000;3.798955;16
900;6480000;3.820479;16
900;6480000;3.870201;16
900;6480000;3.73042;16
900;6480000;3.876296;16
900;6480000;3.937558;16
900;6480000;3.892134;16
900;6480000;3.911584;16
900;6480000;4.009334;16
900;6480000;3.807104;16
900;6480000;3.809798;16
900;6480000;3.837375;16
900;6480000;3.928187;16
900;6480000;3.770842;16
900;6480000;3.780008;16
900;6480000;3.758673;16
900;6480000;3.964922;16
900;6480000;3.848975;16
900;6480000;3.80732;16
900;6480000;3.814929;16
900;6480000;3.872781;16
900;6480000;3.78686;16
900;6480000;3.810857;16
900;6480000;3.809352;16
900;6480000;3.895914;16
900;6480000;3.832077;16
900;6480000;3.904083;16
900;6480000;3.858332;16
900;6480000;3.83099;16
900;6480000;3.737334;16
900;6480000;3.745943;16
900;6480000;3.819579;16
900;6480000;3.720541;16
900;6480000;3.821184;16
900;6480000;3.846094;16
1200;11520000;13.32252;1
1200;11520000;13.793309;1
1200;11520000;13.728385;1
1200;11520000;13.4142;1
1200;11520000;13.231795;1
1200;11520000;13.133577;1
1200;11520000;13.48363;1
1200;11520000;13.126346;1
1200;11520000;13.077664;1
1200;11520000;13.076953;1
1200;11520000;13.328657;1
1200;11520000;13.392763;1
1200;11520000;13.010936;1
1200;11520000;13.060271;1
1200;11520000;13.069288;1
1200;11520000;13.095945;1
1200;11520000;13.103147;1
1200;11520000;13.023962;1
1200;11520000;13.181927;1
1200;11520000;13.046511;1
1200;11520000;13.105486;1
1200;11520000;13.259622;1
1200;11520000;13.073264;1
1200;11520000;13.027332;1
1200;11520000;13.113439;1
1200;11520000;13.039938;1
1200;11520000;13.130481;1
1200;11520000;13.037668;1
1200;11520000;13.200792;1
1200;11520000;13.715191;1
1200;11520000;13.061314;1
1200;11520000;13.128116;1
1200;11520000;13.225872;1
1200;11520000;13.145841;1
1200;11520000;13.046637;1
1200;11520000;13.054075;1
1200;11520000;13.165375;1
1200;11520000;13.143788;1
1200;11520000;13.156523;1
1200;11520000;13.015146;1
1200;11520000;13.258198;1
1200;11520000;13.011664;1
1200;11520000;13.152302;1
1200;11520000;13.068669;1
1200;11520000;13.072848;1
1200;11520000;13.25121;1
1200;11520000;13.159428;1
1200;11520000;13.183693;1
1200;11520000;13.024085;1
1200;11520000;13.076828;1
1200;11520000;13.023367;1
1200;11520000;13.545079;1
1200;11520000;13.113081;1
1200;11520000;13.033461;1
1200;11520000;13.049792;1
1200;11520000;13.09187;1
1200;11520000;13.193436;1
1200;11520000;13.058073;1
1200;11520000;13.068467;1
1200;11520000;13.081179;1
1200;11520000;13.088367;1
1200;11520000;13.173402;1
1200;11520000;13.026986;1
1200;11520000;13.099666;1
1200;11520000;13.065353;1
1200;11520000;13.193621;1
1200;11520000;13.080695;1
1200;11520000;13.113992;1
1200;11520000;13.128781;1
1200;11520000;13.104085;1
1200;11520000;13.224817;1
1200;11520000;13.09278;1
1200;11520000;13.114416;1
1200;11520000;13.248825;1
1200;11520000;13.200274;1
1200;11520000;13.099731;1
1200;11520000;13.092639;1
1200;11520000;13.099735;1
1200;11520000;13.298923;1
1200;11520000;13.459461;1
1200;11520000;13.258432;1
1200;11520000;13.713199;1
1200;11520000;13.615112;1
1200;11520000;13.209321;1
1200;11520000;13.28191;1
1200;11520000;13.045675;1
1200;11520000;13.160915;1
1200;11520000;13.872543;1
1200;11520000;13.157003;1
1200;11520000;13.067418;1
1200;11520000;13.060085;1
1200;11520000;13.070968;1
1200;11520000;13.137766;1
1200;11520000;13.074947;1
