dimatrix;nbytes;rtt;worker
300;720000;0.066103;3
300;720000;0.075811;3
300;720000;0.06418;3
300;720000;0.065648;3
300;720000;0.06677;3
300;720000;0.07395;3
300;720000;0.068437;3
300;720000;0.068236;3
300;720000;0.064944;3
300;720000;0.064974;3
300;720000;0.073792;3
300;720000;0.064319;3
300;720000;0.065729;3
300;720000;0.065841;3
300;720000;0.072383;3
300;720000;0.089347;3
300;720000;0.0706;3
300;720000;0.065502;3
300;720000;0.065432;3
300;720000;0.064412;3
300;720000;0.076889;3
300;720000;0.065425;3
300;720000;0.067487;3
300;720000;0.074869;3
300;720000;0.065777;3
300;720000;0.062635;3
300;720000;0.06445;3
300;720000;0.068384;3
300;720000;0.065894;3
300;720000;0.065971;3
300;720000;0.065167;3
300;720000;0.063968;3
300;720000;0.071038;3
300;720000;0.066714;3
300;720000;0.086557;3
300;720000;0.065361;3
300;720000;0.065566;3
300;720000;0.065895;3
300;720000;0.068836;3
300;720000;0.072717;3
300;720000;0.068189;3
300;720000;0.078538;3
300;720000;0.069315;3
300;720000;0.069862;3
300;720000;0.055562;4
300;720000;0.053187;4
300;720000;0.057616;4
300;720000;0.085739;4
300;720000;0.070725;4
300;720000;0.058204;4
300;720000;0.058687;4
300;720000;0.054368;4
300;720000;0.065296;4
300;720000;0.05734;4
300;720000;0.058986;4
300;720000;0.062343;4
300;720000;0.055664;4
300;720000;0.058422;4
300;720000;0.058892;4
300;720000;0.053636;4
300;720000;0.073192;4
300;720000;0.064677;4
300;720000;0.055932;4
300;720000;0.053891;4
300;720000;0.057243;4
300;720000;0.053126;4
300;720000;0.055354;4
300;720000;0.055657;4
300;720000;0.075018;4
300;720000;0.067353;4
300;720000;0.053579;4
300;720000;0.05341;4
300;720000;0.052758;4
300;720000;0.055634;4
300;720000;0.059114;4
300;720000;0.066622;4
300;720000;0.055578;4
300;720000;0.068525;4
300;720000;0.055999;4
300;720000;0.053796;4
300;720000;0.053733;4
300;720000;0.054652;4
300;720000;0.05503;4
300;720000;0.089714;4
300;720000;0.054478;4
300;720000;0.054132;4
300;720000;0.053732;4
300;720000;0.064559;4
300;720000;0.05641;4
300;720000;0.053163;4
300;720000;0.070773;4
300;720000;0.071209;4
300;720000;0.057326;4
300;720000;0.081071;4
300;720000;0.05369;4
300;720000;0.059182;4
300;720000;0.053446;4
300;720000;0.091968;4
300;720000;0.056354;4
300;720000;0.057851;4
300;720000;0.057628;4
300;720000;0.054185;4
300;720000;0.056569;4
300;720000;0.053893;4
300;720000;0.057323;4
300;720000;0.054119;4
300;720000;0.053995;4
300;720000;0.054779;4
300;720000;0.055384;4
300;720000;0.053417;4
300;720000;0.053061;4
300;720000;0.053649;4
300;720000;0.052934;4
300;720000;0.053062;4
300;720000;0.053683;4
300;720000;0.053637;4
300;720000;0.053925;4
300;720000;0.067801;4
300;720000;0.0579;4
300;720000;0.054048;4
300;720000;0.057939;4
300;720000;0.05554;4
300;720000;0.052991;4
300;720000;0.055892;4
300;720000;0.055358;4
300;720000;0.055769;4
300;720000;0.073352;4
300;720000;0.055831;4
300;720000;0.058438;4
300;720000;0.053472;4
300;720000;0.054133;4
300;720000;0.066301;4
300;720000;0.054065;4
300;720000;0.054659;4
300;720000;0.053651;4
300;720000;0.06646;4
300;720000;0.056078;4
300;720000;0.053706;4
300;720000;0.054187;4
300;720000;0.0561;4
300;720000;0.055729;4
300;720000;0.055648;4
300;720000;0.053897;4
300;720000;0.055058;4
300;720000;0.059982;6
300;720000;0.060519;6
300;720000;0.073226;6
300;720000;0.074948;6
300;720000;0.059945;6
300;720000;0.060573;6
300;720000;0.092366;6
300;720000;0.062;6
300;720000;0.067336;6
300;720000;0.056961;6
300;720000;0.060949;6
300;720000;0.0571;6
300;720000;0.056675;6
300;720000;0.070601;6
300;720000;0.064588;6
300;720000;0.057827;6
300;720000;0.057217;6
300;720000;0.058698;6
300;720000;0.059007;6
300;720000;0.05709;6
300;720000;0.059359;6
300;720000;0.056849;6
300;720000;0.060103;6
300;720000;0.076391;6
300;720000;0.056518;6
300;720000;0.063102;6
300;720000;0.07406;6
300;720000;0.059398;6
300;720000;0.064363;6
300;720000;0.05652;6
300;720000;0.061938;6
300;720000;0.056476;6
300;720000;0.056408;6
300;720000;0.058372;6
300;720000;0.057533;6
300;720000;0.057145;6
300;720000;0.059199;6
300;720000;0.067124;6
300;720000;0.058531;6
300;720000;0.06048;6
300;720000;0.058074;6
300;720000;0.055033;6
300;720000;0.058055;6
300;720000;0.0569;6
300;720000;0.061235;6
300;720000;0.059099;6
300;720000;0.057248;6
300;720000;0.060069;6
300;720000;0.059914;6
300;720000;0.064088;6
300;720000;0.056626;6
300;720000;0.06102;6
300;720000;0.064351;6
300;720000;0.056914;6
300;720000;0.060096;6
300;720000;0.056545;6
300;720000;0.060081;6
300;720000;0.055039;6
300;720000;0.057344;6
300;720000;0.057753;6
300;720000;0.068115;6
300;720000;0.064616;6
300;720000;0.060179;6
300;720000;0.066358;6
300;720000;0.055551;6
300;720000;0.05638;6
300;720000;0.058116;6
300;720000;0.065781;6
300;720000;0.059628;6
300;720000;0.056989;6
300;720000;0.062863;6
300;720000;0.05828;6
300;720000;0.055616;6
300;720000;0.059171;6
300;720000;0.065539;6
300;720000;0.05614;6
300;720000;0.059269;6
300;720000;0.060768;6
300;720000;0.060648;6
300;720000;0.057609;6
300;720000;0.061698;6
300;720000;0.063923;6
300;720000;0.064497;6
300;720000;0.05827;6
300;720000;0.056309;6
300;720000;0.060876;6
300;720000;0.054931;6
300;720000;0.060119;6
300;720000;0.056364;6
300;720000;0.06399;6
300;720000;0.059212;6
300;720000;0.057298;6
300;720000;0.056631;6
300;720000;0.057752;6
300;720000;0.063443;6
300;720000;0.056073;6
300;720000;0.068104;6
300;720000;0.063854;6
300;720000;0.058444;6
300;720000;0.056222;6
300;720000;0.070619;10
300;720000;0.070741;10
300;720000;0.103801;10
300;720000;0.07287;10
300;720000;0.07588;10
300;720000;0.088117;10
300;720000;0.087507;10
300;720000;0.073617;10
300;720000;0.076209;10
300;720000;0.120432;10
300;720000;0.075421;10
300;720000;0.085305;10
300;720000;0.071893;10
300;720000;0.07847;10
300;720000;0.084357;10
300;720000;0.078314;10
300;720000;0.074876;10
300;720000;0.064843;10
300;720000;0.100029;10
300;720000;0.076707;10
300;720000;0.095266;10
300;720000;0.078395;10
300;720000;0.095103;10
300;720000;0.081996;10
300;720000;0.074005;10
300;720000;0.078791;10
300;720000;0.085603;10
300;720000;0.075178;10
300;720000;0.074208;10
300;720000;0.082357;10
300;720000;0.087255;10
300;720000;0.084573;10
300;720000;0.076153;10
300;720000;0.075265;10
300;720000;0.073829;10
300;720000;0.078146;10
300;720000;0.073452;10
300;720000;0.063806;10
300;720000;0.072977;10
300;720000;0.074208;10
300;720000;0.070791;10
300;720000;0.075424;10
300;720000;0.069224;10
300;720000;0.078873;10
300;720000;0.083343;10
300;720000;0.071047;10
300;720000;0.070251;10
300;720000;0.065653;10
300;720000;0.078459;10
300;720000;0.071492;10
300;720000;0.081443;10
300;720000;0.074199;10
300;720000;0.078147;10
300;720000;0.075958;10
300;720000;0.07197;10
300;720000;0.066933;10
300;720000;0.078436;10
300;720000;0.091682;10
300;720000;0.082761;10
300;720000;0.087558;10
300;720000;0.092645;10
300;720000;0.114747;10
300;720000;0.108696;10
300;720000;0.098414;10
300;720000;0.114408;10
300;720000;0.087234;10
300;720000;0.08871;10
300;720000;0.087699;10
300;720000;0.088281;10
300;720000;0.086776;10
300;720000;0.088283;10
300;720000;0.092722;10
300;720000;0.09735;10
300;720000;0.079812;10
300;720000;0.089352;10
300;720000;0.092516;10
300;720000;0.104477;10
300;720000;0.084691;10
300;720000;0.10481;10
300;720000;0.098047;10
300;720000;0.102846;10
300;720000;0.093075;10
300;720000;0.082668;10
300;720000;0.132565;10
300;720000;0.075615;10
300;720000;0.083464;10
300;720000;0.10669;10
300;720000;0.092609;10
300;720000;0.097435;10
300;720000;0.095776;10
300;720000;0.110174;10
300;720000;0.093782;10
300;720000;0.086455;10
300;720000;0.087564;10
300;720000;0.075126;10
300;720000;0.130285;10
300;720000;0.084048;10
300;720000;0.126607;10
300;720000;0.089974;10
300;720000;0.146161;10
300;720000;0.132439;16
300;720000;0.184245;16
300;720000;0.14157;16
300;720000;0.237722;16
300;720000;0.246442;16
300;720000;0.165541;16
300;720000;0.18655;16
300;720000;0.144513;16
300;720000;0.116974;16
300;720000;0.195663;16
300;720000;0.135386;16
300;720000;0.171399;16
300;720000;0.148424;16
300;720000;0.13231;16
300;720000;0.168282;16
300;720000;0.148234;16
300;720000;0.15907;16
300;720000;0.209652;16
300;720000;0.130949;16
300;720000;0.114594;16
300;720000;0.147507;16
300;720000;0.157487;16
300;720000;0.125083;16
300;720000;0.144278;16
300;720000;0.132397;16
300;720000;0.165508;16
300;720000;0.198488;16
300;720000;0.15049;16
300;720000;0.159754;16
300;720000;0.18256;16
300;720000;0.169637;16
300;720000;0.131988;16
300;720000;0.165493;16
300;720000;0.103209;16
300;720000;0.166934;16
300;720000;0.203947;16
300;720000;0.181247;16
300;720000;0.201102;16
300;720000;0.238288;16
300;720000;0.152414;16
300;720000;0.184724;16
300;720000;0.217529;16
300;720000;0.15226;16
300;720000;0.211896;16
300;720000;0.185117;16
300;720000;0.126741;16
300;720000;0.158439;16
300;720000;0.11515;16
300;720000;0.16915;16
300;720000;0.116618;16
300;720000;0.132656;16
300;720000;0.128638;16
300;720000;0.157141;16
300;720000;0.167039;16
300;720000;0.129129;16
300;720000;0.183468;16
300;720000;0.256138;16
300;720000;0.158706;16
300;720000;0.136682;16
300;720000;0.229839;16
300;720000;0.125113;16
300;720000;0.136723;16
300;720000;0.180375;16
300;720000;0.161851;16
300;720000;0.18014;16
300;720000;0.226614;16
300;720000;0.211655;16
300;720000;0.140368;16
300;720000;0.206303;16
300;720000;0.14844;16
300;720000;0.144587;16
300;720000;0.164774;16
300;720000;0.22841;16
300;720000;0.193644;16
300;720000;0.117275;16
300;720000;0.303825;16
300;720000;0.284098;16
300;720000;0.205868;16
300;720000;0.206554;16
300;720000;0.15731;16
300;720000;0.238819;16
300;720000;0.165979;16
300;720000;0.140707;16
300;720000;0.284515;16
300;720000;0.320356;16
300;720000;0.157438;16
300;720000;0.164624;16
300;720000;0.239174;16
300;720000;0.1225;16
300;720000;0.123339;16
300;720000;0.152247;16
300;720000;0.175307;16
300;720000;0.129145;16
300;720000;0.170153;16
300;720000;0.124499;16
300;720000;0.149685;16
300;720000;0.129538;16
300;720000;0.256896;16
300;720000;0.160321;16
300;720000;0.244022;16
600;2880000;1.029228;1
600;2880000;1.120454;1
600;2880000;0.873096;1
600;2880000;0.831941;1
600;2880000;0.827922;1
600;2880000;0.851755;1
600;2880000;0.848269;1
600;2880000;0.848916;1
600;2880000;0.842103;1
600;2880000;0.856927;1
600;2880000;0.854358;1
600;2880000;0.843352;1
600;2880000;0.836783;1
600;2880000;0.842126;1
600;2880000;0.844214;1
600;2880000;0.858387;1
600;2880000;0.85193;1
600;2880000;0.869899;1
600;2880000;0.898653;1
600;2880000;0.940634;1
600;2880000;0.845417;1
600;2880000;0.846587;1
600;2880000;0.840592;1
600;2880000;0.838255;1
600;2880000;0.855288;1
600;2880000;0.841665;1
600;2880000;0.839805;1
600;2880000;0.841547;1
600;2880000;0.867407;1
600;2880000;0.844228;1
600;2880000;0.875826;1
600;2880000;0.840324;1
600;2880000;0.823301;1
600;2880000;0.843479;1
600;2880000;0.829726;1
600;2880000;0.851382;1
600;2880000;0.84882;1
600;2880000;0.843605;1
600;2880000;0.838515;1
600;2880000;0.852384;1
600;2880000;0.837689;1
600;2880000;0.851306;1
600;2880000;0.859927;1
600;2880000;0.872127;1
600;2880000;0.935119;1
600;2880000;0.866967;1
600;2880000;0.839296;1
600;2880000;0.845463;1
600;2880000;0.871117;1
600;2880000;0.88065;1
600;2880000;0.855776;1
600;2880000;0.862767;1
600;2880000;0.862452;1
600;2880000;0.847616;1
600;2880000;0.863239;1
600;2880000;0.872261;1
600;2880000;0.945764;1
600;2880000;0.901965;1
600;2880000;0.912214;1
600;2880000;0.829165;1
600;2880000;0.852875;1
600;2880000;0.839266;1
600;2880000;0.830903;1
600;2880000;0.856258;1
600;2880000;0.87104;1
600;2880000;0.862409;1
600;2880000;0.84371;1
600;2880000;0.833137;1
600;2880000;0.845177;1
600;2880000;0.846539;1
600;2880000;0.845703;1
600;2880000;0.83789;1
600;2880000;0.852028;1
600;2880000;0.832074;1
600;2880000;0.836287;1
600;2880000;0.846581;1
600;2880000;0.843405;1
600;2880000;0.836008;1
600;2880000;0.863362;1
600;2880000;0.847078;1
600;2880000;0.842283;1
600;2880000;0.901887;1
600;2880000;0.855401;1
600;2880000;0.837185;1
600;2880000;0.838215;1
600;2880000;0.846954;1
600;2880000;0.845121;1
600;2880000;0.841508;1
600;2880000;0.82288;1
600;2880000;0.829842;1
600;2880000;0.831386;1
600;2880000;0.836562;1
600;2880000;0.83708;1
600;2880000;0.836106;1
600;2880000;0.841482;1
600;2880000;0.841522;1
600;2880000;0.832513;1
600;2880000;0.847024;1
600;2880000;0.837062;1
600;2880000;0.834854;1
600;2880000;0.622579;2
600;2880000;0.618801;2
600;2880000;0.581165;2
600;2880000;0.670801;2
600;2880000;0.589707;2
600;2880000;0.513433;2
600;2880000;0.6474;2
600;2880000;0.626295;2
600;2880000;0.516685;2
600;2880000;0.612621;2
600;2880000;0.663975;2
600;2880000;0.610261;2
600;2880000;0.568846;2
600;2880000;0.616616;2
600;2880000;0.539137;2
600;2880000;0.60413;2
600;2880000;0.582862;2
600;2880000;0.658799;2
600;2880000;0.580871;2
600;2880000;0.62726;2
600;2880000;0.588018;2
600;2880000;0.544466;2
600;2880000;0.590887;2
600;2880000;0.645549;2
600;2880000;0.613589;2
600;2880000;0.630298;2
600;2880000;0.603632;2
600;2880000;0.600969;2
600;2880000;0.54404;2
600;2880000;0.619064;2
600;2880000;0.619691;2
600;2880000;0.492523;2
600;2880000;0.605474;2
600;2880000;0.591784;2
600;2880000;0.496741;2
600;2880000;0.591796;2
600;2880000;0.544867;2
600;2880000;0.595322;2
600;2880000;0.590726;2
600;2880000;0.654269;2
600;2880000;0.592462;2
600;2880000;0.539061;2
600;2880000;0.571424;2
600;2880000;0.51606;2
600;2880000;0.63816;2
600;2880000;0.595062;2
600;2880000;0.707472;2
600;2880000;0.585179;2
600;2880000;0.580475;2
600;2880000;0.590275;2
600;2880000;0.555567;2
600;2880000;0.616972;2
600;2880000;0.580648;2
600;2880000;0.583965;2
600;2880000;0.599226;2
600;2880000;0.540331;2
600;2880000;0.575707;2
600;2880000;0.578224;2
600;2880000;0.595122;2
600;2880000;0.565799;2
600;2880000;0.584805;2
600;2880000;0.561344;2
600;2880000;0.587075;2
600;2880000;0.535731;2
600;2880000;0.659529;2
600;2880000;0.53494;2
600;2880000;0.594341;2
600;2880000;0.638665;2
600;2880000;0.618354;2
600;2880000;0.563682;2
600;2880000;0.587972;2
600;2880000;0.576563;2
600;2880000;0.586526;2
600;2880000;0.595839;2
600;2880000;0.621294;2
600;2880000;0.611807;2
600;2880000;0.532328;2
600;2880000;0.60539;2
600;2880000;0.59093;2
600;2880000;0.550146;2
600;2880000;0.551991;2
600;2880000;0.618198;2
600;2880000;0.544736;2
600;2880000;0.612636;2
600;2880000;0.59933;2
600;2880000;0.5611;2
600;2880000;0.585565;2
600;2880000;0.685003;2
600;2880000;0.622948;2
600;2880000;0.545771;2
600;2880000;0.574292;2
600;2880000;0.502349;2
600;2880000;0.628424;2
600;2880000;0.549329;2
600;2880000;0.544338;2
600;2880000;0.578564;2
600;2880000;0.619834;2
600;2880000;0.5481;2
600;2880000;0.626846;2
600;2880000;0.636949;2
600;2880000;0.867111;3
600;2880000;0.838962;3
600;2880000;0.860697;3
600;2880000;0.879478;3
600;2880000;0.859178;3
600;2880000;0.867226;3
600;2880000;0.728295;3
600;2880000;0.613755;3
600;2880000;0.642532;3
600;2880000;0.667128;3
600;2880000;0.617592;3
600;2880000;0.616374;3
600;2880000;0.657087;3
600;2880000;0.651612;3
600;2880000;0.650489;3
600;2880000;0.655941;3
600;2880000;0.626444;3
600;2880000;0.679894;3
600;2880000;0.659797;3
600;2880000;0.613138;3
600;2880000;0.637727;3
600;2880000;0.663345;3
600;2880000;0.633828;3
600;2880000;0.644411;3
600;2880000;0.626116;3
600;2880000;0.646601;3
600;2880000;0.677851;3
600;2880000;0.619455;3
600;2880000;0.596849;3
600;2880000;0.750459;3
600;2880000;0.620182;3
600;2880000;0.658604;3
600;2880000;0.632545;3
600;2880000;0.593415;3
600;2880000;0.629897;3
600;2880000;0.651587;3
600;2880000;0.616626;3
600;2880000;0.643538;3
600;2880000;0.6372;3
600;2880000;0.641657;3
600;2880000;0.655228;3
600;2880000;0.624465;3
600;2880000;0.62169;3
600;2880000;0.657654;3
600;2880000;0.665896;3
600;2880000;0.642276;3
600;2880000;0.661895;3
600;2880000;0.668546;3
600;2880000;0.66561;3
600;2880000;0.61072;3
600;2880000;0.596771;3
600;2880000;0.668348;3
600;2880000;0.626428;3
600;2880000;0.579413;3
600;2880000;0.618487;3
600;2880000;0.640687;3
600;2880000;0.65811;3
600;2880000;0.614869;3
600;2880000;0.56521;3
600;2880000;0.618619;3
600;2880000;0.661618;3
600;2880000;0.650772;3
600;2880000;0.632968;3
600;2880000;0.63966;3
600;2880000;0.667797;3
600;2880000;0.635877;3
600;2880000;0.598227;3
600;2880000;0.68968;3
600;2880000;0.62804;3
600;2880000;0.636254;3
600;2880000;0.651056;3
600;2880000;0.638583;3
600;2880000;0.685499;3
600;2880000;0.651007;3
600;2880000;0.606188;3
600;2880000;0.658454;3
600;2880000;0.648013;3
600;2880000;0.68311;3
600;2880000;0.610756;3
600;2880000;0.7484;3
600;2880000;0.762653;3
600;2880000;0.649152;3
600;2880000;0.651743;3
600;2880000;0.643921;3
600;2880000;0.580504;3
600;2880000;0.652134;3
600;2880000;0.638103;3
600;2880000;0.646677;3
600;2880000;0.606856;3
600;2880000;0.596162;3
600;2880000;0.629384;3
600;2880000;0.65033;3
600;2880000;0.631047;3
600;2880000;0.695319;3
600;2880000;0.649518;3
600;2880000;0.665544;3
600;2880000;0.613708;3
600;2880000;0.645643;3
600;2880000;0.642933;3
600;2880000;0.643041;3
600;2880000;0.829301;4
600;2880000;0.828775;4
600;2880000;0.798636;4
600;2880000;0.822045;4
600;2880000;0.819208;4
600;2880000;0.830125;4
600;2880000;0.868826;4
600;2880000;0.817517;4
600;2880000;0.835226;4
600;2880000;0.842215;4
600;2880000;0.829605;4
600;2880000;0.837244;4
600;2880000;0.828921;4
600;2880000;0.827639;4
600;2880000;0.823677;4
600;2880000;0.832869;4
600;2880000;0.829426;4
600;2880000;0.831736;4
600;2880000;0.825877;4
600;2880000;0.798593;4
600;2880000;0.812031;4
600;2880000;0.828032;4
600;2880000;0.806502;4
600;2880000;0.811676;4
600;2880000;0.830743;4
600;2880000;0.798036;4
600;2880000;0.814345;4
600;2880000;0.821604;4
600;2880000;0.812793;4
600;2880000;0.805143;4
600;2880000;0.825584;4
600;2880000;0.799703;4
600;2880000;0.810044;4
600;2880000;0.780322;4
600;2880000;0.797808;4
600;2880000;0.816508;4
600;2880000;0.823138;4
600;2880000;0.78814;4
600;2880000;0.819926;4
600;2880000;0.828592;4
600;2880000;0.813605;4
600;2880000;0.871272;4
600;2880000;0.842425;4
600;2880000;0.841988;4
600;2880000;0.81281;4
600;2880000;0.831515;4
600;2880000;0.826844;4
600;2880000;0.827392;4
600;2880000;0.824169;4
600;2880000;0.821913;4
600;2880000;0.820822;4
600;2880000;0.846002;4
600;2880000;0.831202;4
600;2880000;0.828394;4
600;2880000;0.819109;4
600;2880000;0.819107;4
600;2880000;0.832986;4
600;2880000;0.826672;4
600;2880000;0.813923;4
600;2880000;0.834391;4
600;2880000;0.828944;4
600;2880000;0.836252;4
600;2880000;0.831793;4
600;2880000;0.82545;4
600;2880000;0.811063;4
600;2880000;0.828306;4
600;2880000;0.845656;4
600;2880000;0.82715;4
600;2880000;0.812282;4
600;2880000;0.832849;4
600;2880000;0.828226;4
600;2880000;0.835852;4
600;2880000;0.821408;4
600;2880000;0.826488;4
600;2880000;0.847006;4
600;2880000;0.844395;4
600;2880000;0.832054;4
600;2880000;0.829545;4
600;2880000;0.839885;4
600;2880000;0.819519;4
600;2880000;0.822791;4
600;2880000;0.817235;4
600;2880000;0.834579;4
600;2880000;0.8321;4
600;2880000;0.821;4
600;2880000;0.814351;4
600;2880000;0.825108;4
600;2880000;0.808229;4
600;2880000;0.797257;4
600;2880000;0.806523;4
600;2880000;0.838696;4
600;2880000;0.820515;4
600;2880000;0.824182;4
600;2880000;0.825403;4
600;2880000;0.823393;4
600;2880000;0.826775;4
600;2880000;0.825412;4
600;2880000;0.826878;4
600;2880000;0.821198;4
600;2880000;0.812616;4
600;2880000;0.868516;6
600;2880000;0.834427;6
600;2880000;0.843445;6
600;2880000;0.837508;6
600;2880000;0.829376;6
600;2880000;0.836382;6
600;2880000;0.826212;6
600;2880000;0.826567;6
600;2880000;0.828676;6
600;2880000;0.809788;6
600;2880000;0.807926;6
600;2880000;0.82128;6
600;2880000;0.82549;6
600;2880000;0.84313;6
600;2880000;0.827765;6
600;2880000;0.8305;6
600;2880000;0.829776;6
600;2880000;0.834001;6
600;2880000;0.828538;6
600;2880000;0.819661;6
600;2880000;0.832887;6
600;2880000;0.815163;6
600;2880000;0.835269;6
600;2880000;0.828128;6
600;2880000;0.823036;6
600;2880000;0.821389;6
