1200;9,319769
1200;9,409024
1200;9,310443
1200;9,290036
1200;9,354779
1200;9,373875
1200;9,304364
1200;9,419716
1200;9,338660
1200;9,322159
1200;9,311605
1200;9,254411
1200;9,308028
1200;9,389076
1200;9,256311
1200;9,268884
1200;9,262930
1200;9,323839
1200;9,292925
1200;9,311735
1200;9,378674
1200;9,309679
1200;9,312724
1200;9,349726
1200;9,342301
1200;9,318036
1200;9,421923
1200;9,336237
1200;9,315708
1200;9,321033
1200;9,407047
1200;9,360649
1200;9,463746
1200;9,344083
1200;9,316350
1200;9,303687
1200;9,240507
1200;9,238983
1200;9,341162
1200;9,278067
1200;9,300595
1200;9,281494
1200;9,295485
1200;9,249109
1200;9,298121
1200;9,454619
1200;9,342277
1200;9,372303
1200;9,367708
1200;9,363338
1200;9,362288
1200;9,422217
1200;9,283604
1200;9,302742
1200;9,347226
1200;9,303570
1200;9,337128
1200;9,321881
1200;9,308496
1200;9,316672
1200;9,395046
1200;9,329646
1200;9,318091
1200;9,460951
1200;9,378174
1200;9,349604
1200;9,395830
1200;9,358593
1200;9,312043
1200;9,372811
1200;9,364329
1200;9,299981
1200;9,390025
1200;9,332510
1200;9,243889
1200;9,284775
1200;9,373033
1200;9,349666
1200;9,383827
1200;9,353355
1200;9,384297
1200;9,421635
1200;9,530318
1200;9,323314
1200;9,292937
1200;9,349637
1200;9,313102
1200;9,308788
1200;9,384421
1200;9,321197
1200;9,344811
1200;9,298561
1200;9,314139
1200;9,346238
1200;9,418321
1200;9,372177
1200;9,353731
1200;9,257332
1200;9,323585
1200;9,339912
