600;1,477037
600;1,446574
600;1,356901
600;1,355984
600;1,394441
600;1,404820
600;1,402947
600;1,264374
600;1,379245
600;1,318422
600;1,284984
600;1,380285
600;1,403553
600;1,371693
600;1,342565
600;1,374392
600;1,349285
600;1,327019
600;1,362135
600;1,368507
600;1,341257
600;1,299146
600;1,354966
600;1,368442
600;1,352353
600;1,309911
600;1,311047
600;1,284971
600;1,338051
600;1,311662
600;1,355122
600;1,323590
600;1,478114
600;1,322865
600;1,367683
600;1,347741
600;1,324005
600;1,282402
600;1,335781
600;1,421248
600;1,383043
600;1,382119
600;1,409094
600;1,343845
600;1,384776
600;1,335251
600;1,480591
600;1,370003
600;1,425882
600;1,772773
600;1,491943
600;1,410506
600;1,433463
600;1,408428
600;1,335679
600;1,300863
600;1,254459
600;1,320457
600;1,320303
600;1,344840
600;1,341754
600;1,307629
600;1,382340
600;1,406444
600;1,435142
600;1,393999
600;1,364347
600;1,479340
600;1,368068
600;1,390890
600;1,351383
600;1,389884
600;1,440980
600;1,406457
600;1,391341
600;1,399784
600;1,314452
600;1,410095
600;1,354282
600;1,353026
600;1,384230
600;1,328729
600;1,308818
600;1,326471
600;1,430230
600;1,285975
600;1,386032
600;1,422876
600;1,360072
600;1,391397
600;1,353368
600;1,366232
600;1,370622
600;1,369332
600;1,332713
600;1,459640
600;1,313952
600;1,395451
600;1,417339
600;1,293641
