1200;13,322520
1200;13,793309
1200;13,728385
1200;13,414200
1200;13,231795
1200;13,133577
1200;13,483630
1200;13,126346
1200;13,077664
1200;13,076953
1200;13,328657
1200;13,392763
1200;13,010936
1200;13,060271
1200;13,069288
1200;13,095945
1200;13,103147
1200;13,023962
1200;13,181927
1200;13,046511
1200;13,105486
1200;13,259622
1200;13,073264
1200;13,027332
1200;13,113439
1200;13,039938
1200;13,130481
1200;13,037668
1200;13,200792
1200;13,715191
1200;13,061314
1200;13,128116
1200;13,225872
1200;13,145841
1200;13,046637
1200;13,054075
1200;13,165375
1200;13,143788
1200;13,156523
1200;13,015146
1200;13,258198
1200;13,011664
1200;13,152302
1200;13,068669
1200;13,072848
1200;13,251210
1200;13,159428
1200;13,183693
1200;13,024085
1200;13,076828
1200;13,023367
1200;13,545079
1200;13,113081
1200;13,033461
1200;13,049792
1200;13,091870
1200;13,193436
1200;13,058073
1200;13,068467
1200;13,081179
1200;13,088367
1200;13,173402
1200;13,026986
1200;13,099666
1200;13,065353
1200;13,193621
1200;13,080695
1200;13,113992
1200;13,128781
1200;13,104085
1200;13,224817
1200;13,092780
1200;13,114416
1200;13,248825
1200;13,200274
1200;13,099731
1200;13,092639
1200;13,099735
1200;13,298923
1200;13,459461
1200;13,258432
1200;13,713199
1200;13,615112
1200;13,209321
1200;13,281910
1200;13,045675
1200;13,160915
1200;13,872543
1200;13,157003
1200;13,067418
1200;13,060085
1200;13,070968
1200;13,137766
1200;13,074947
1200;13,287467
1200;13,117022
1200;13,269561
1200;13,228241
1200;13,111102
1200;13,035545
