300;0,070619
300;0,070741
300;0,103801
300;0,072870
300;0,075880
300;0,088117
300;0,087507
300;0,073617
300;0,076209
300;0,120432
300;0,075421
300;0,085305
300;0,071893
300;0,078470
300;0,084357
300;0,078314
300;0,074876
300;0,064843
300;0,100029
300;0,076707
300;0,095266
300;0,078395
300;0,095103
300;0,081996
300;0,074005
300;0,078791
300;0,085603
300;0,075178
300;0,074208
300;0,082357
300;0,087255
300;0,084573
300;0,076153
300;0,075265
300;0,073829
300;0,078146
300;0,073452
300;0,063806
300;0,072977
300;0,074208
300;0,070791
300;0,075424
300;0,069224
300;0,078873
300;0,083343
300;0,071047
300;0,070251
300;0,065653
300;0,078459
300;0,071492
300;0,081443
300;0,074199
300;0,078147
300;0,075958
300;0,071970
300;0,066933
300;0,078436
300;0,091682
300;0,082761
300;0,087558
300;0,092645
300;0,114747
300;0,108696
300;0,098414
300;0,114408
300;0,087234
300;0,088710
300;0,087699
300;0,088281
300;0,086776
300;0,088283
300;0,092722
300;0,097350
300;0,079812
300;0,089352
300;0,092516
300;0,104477
300;0,084691
300;0,104810
300;0,098047
300;0,102846
300;0,093075
300;0,082668
300;0,132565
300;0,075615
300;0,083464
300;0,106690
300;0,092609
300;0,097435
300;0,095776
300;0,110174
300;0,093782
300;0,086455
300;0,087564
300;0,075126
300;0,130285
300;0,084048
300;0,126607
300;0,089974
300;0,146161
